"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011400","................... Insurance Policies","5.62628","Billion PKR","Normal","","123","Outstanding Advances Of All Banks Against Insurance Policies - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011500","............. OTHERS","1225.217191","Billion PKR","Normal","","124","Outstanding Advances Of All Banks Against Other Securities - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011600","................... Other Secured Advances","1009.355984","Billion PKR","Normal","","125","Outstanding Other Secured Advances Of All Banks - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011700","................... Advances Secured By Guarantee(s)","215.861207","Billion PKR","Normal","","126","Outstanding Advances Of All Banks Secured By Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011800","......................... Institutional Guarantee(s)","183.151189","Billion PKR","Normal","","127","Outstanding Advances Of All Banks Secured By Institutional Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011900","......................... Individual Guarantee(s)","32.710018","Billion PKR","Normal","","128","Outstanding Advances Of All Banks Secured By Individual Guarantee(s) - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0012000","............. Unsecured Advances","5.394906","Billion PKR","Normal","","129","Outstanding Unsecured Advances Of All Banks - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0012100","....... TRUST FUNDS AND NON PROFIT ORGANIZATIONS","16.093357","Billion PKR","Normal","","130","Outstanding Advances Of All Banks To Trust Funds And Non Profit Organizations"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0012200","....... PERSONAL","750.037025","Billion PKR","Normal","","131","Outstanding Advances Of All Banks To Individual Persons"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0012300","....... OTHER","1.88066","Billion PKR","Normal","","132","Outstanding Advances Of All Banks To Other Borrowers"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0012400",". Grand total","7902.531497","Billion PKR","Normal","","133","Outstanding Advances Of All Banks - Grand Total"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000100",". FOREIGN CONSTITUENTS",".078807","Billion PKR","Normal","","10","Outstanding Advances Of All Banks To Foreign Constituents"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000200",". DOMESTIC CONSTITUENTS","7882.866336","Billion PKR","Normal","","11","Outstanding Advances Of All Banks To Domestic Constituents"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000300","....... GOVERNMENT","832.044867","Billion PKR","Normal","","12","Outstanding Advances Of All Banks To Government"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000400","....... NON-FINANCIAL PUBLIC SECTOR ENTERPRISES (NFPSE)","1129.895699","Billion PKR","Normal","","13","Outstanding Advances Of All Banks To Non-Financial Public Sector Enterprises (NFPSEs)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000500","....... NON-BANK FINANCIAL INSTITUTIONS (NBFIs)","99.038658","Billion PKR","Normal","","14","Outstanding Advances Of All Banks To Non-Bank Financial Institutions (NBFIs)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000600","....... PRIVATE SECTOR (BUSINESS)","5070.984599","Billion PKR","Normal","","15","Outstanding Advances Of All Banks To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000700","............. GOLD BULLION, GOLD, AND SILVER ORNAMENTS, PRECIOUS METALS","48.580371","Billion PKR","Normal","","16","Outstanding Advances Of All Banks Against Gold Bullion, Gold, And Silver Ornaments, Precious Metals - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000800","............. SECURITIES, SHARES AND OTHER FINANCIAL INSTRUMENTS","48.24393","Billion PKR","Normal","","17","Outstanding Advances Of All Banks Against Securities, Shares And Other Financial Instruments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000900","................... Quoted On Stock Exchange","33.067081","Billion PKR","Normal","","18","Outstanding Advances Of All Banks Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001000","......................... To Stock Brokers And Dealers","16.527525","Billion PKR","Normal","","19","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001100","............................... Government And Others Trustee Securities",".768866","Billion PKR","Normal","","20","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001200","............................... Shares and Debentures","15.661248","Billion PKR","Normal","","21","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001300","............................... Participation Term Certificates (PTC)","0","Billion PKR","Normal","","22","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001400","............................... Others",".097411","Billion PKR","Normal","","23","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001500","......................... To Others","16.539556","Billion PKR","Normal","","24","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001600","............................... Government and Other Trustee Securities",".24661","Billion PKR","Normal","","25","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001700","............................... Shares And Debentures","15.120531","Billion PKR","Normal","","26","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001800","............................... Participation Term Certificates (PTC)",".011656","Billion PKR","Normal","","27","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001900","............................... Others","1.160759","Billion PKR","Normal","","28","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002000","................... Unquoted On The Stock Exchange","15.176849","Billion PKR","Normal","","29","Outstanding Advances Of All Banks Against Securities Unquoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002100","......................... To Stock Brokers And Dealers","6.914006","Billion PKR","Normal","","30","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002200","............................... Government and Other Trustee Securities",".00038","Billion PKR","Normal","","31","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002300","............................... Shares and Debentures","6.873913","Billion PKR","Normal","","32","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002400","............................... Participation Term Certificates (PTC)",".0095","Billion PKR","Normal","","33","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002500","............................... Others",".030213","Billion PKR","Normal","","34","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002600","......................... To Others","8.262843","Billion PKR","Normal","","35","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002700","............................... Government and Other Trustee Securities","5.11408","Billion PKR","Normal","","36","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002800","............................... Shares and Debentures","2.187631","Billion PKR","Normal","","37","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Shares And Debentures Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002900","............................... Participation Term Certificates (PTC)",".665079","Billion PKR","Normal","","38","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003000","............................... Others",".296053","Billion PKR","Normal","","39","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003100","............. MERCHANDISE","1611.173933","Billion PKR","Normal","","40","Outstanding Advances Of All Banks Against Merchandise - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003200","................... Food Items","303.687998","Billion PKR","Normal","","41","Outstanding Advances Of All Banks Against Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","30-Sep-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003300","......................... Wheat","28.652815","Billion PKR","Normal","","42","Outstanding Advances Of All Banks Against Wheat - To Private Sector (Business)"
